name of the body,position x,position y,position z
sun,0.0056554413487773444,-0.004920643567094445,-0.00014550780577496714
jupiter,2.108797666887028,4.56269269500186,-0.06628170010958041
saturn,1.6815279197250632,-9.941278259499702,0.10508076407353137
uranus,-17.22607140548342,6.516448050109373,0.24732547623956333
neptune,18.74410286359649,23.258441610075447,-0.9096950339181775
sun,0.005675026450180486,-0.0049335997788913085,-0.000145771531297955
jupiter,2.083334627795476,4.575494520993996,-0.06576567531280593
saturn,1.700464651944028,-9.937884244998337,0.10426744282979264
uranus,-17.231228229073213,6.502409390190458,0.24734042653510835
neptune,18.73513860740995,23.26573658487401,-0.9096388630104247
sun,0.005714385097457552,-0.004959136719108188,-0.00014630445207810896
jupiter,2.032216032573862,4.600671596521187,-0.06472753625790416
saturn,1.7383184285242879,-9.93098120880233,0.10263959434802397
uranus,-17.241509206257085,6.474319753346967,0.24736985805617667
neptune,18.717201772550535,23.28031619224672,-0.9095261169705121
sun,0.005773882547969542,-0.004996499115586102,-0.0001471172716731434
jupiter,1.9550693556684724,4.637366304048053,-0.06315536508849222
saturn,1.7950487726908124,-9.920339302896005,0.10019485340241929
uranus,-17.256848944788096,6.432154637446053,0.24741283247201673
neptune,18.69027573422017,23.3021597319049,-0.9093559874877845
sun,0.005854037502140056,-0.005044543823035205,-0.00014822545109873664
jupiter,1.8513671913952339,4.684281611032589,-0.06103194249780422
saturn,1.8705922180088779,-9.905614184355597,0.0969297892353729
uranus,-17.277149226445477,6.375877619333704,0.24746794182123522
neptune,18.654335605704944,23.331236113874283,-0.9091272624440009
sun,0.0059554868157375585,-0.005101729011476777,-0.000149648483677153
jupiter,1.7204651895350773,4.739669896076352,-0.05833554938043991
saturn,1.9648590108549862,-9.886347567161637,0.09284004653694584
uranus,-17.302278853424344,6.305440751859129,0.2475333079857078
neptune,18.609348299085486,23.36750381120859,-0.9088383263371715
sun,0.00607893810797758,-0.005166102199160791,-0.0001514089104868111
jupiter,1.561652991944301,4.801320633043288,-0.05504105445801868
saturn,2.07772872080079,-9.861968019466069,0.0879205342044729
uranus,-17.332073447213478,6.220785094835138,0.24760658204289818
neptune,18.55527260640088,23.410910797211915,-0.908487160857546
sun,0.006225110169048756,-0.005235289206520299,-0.00015353106573708748
jupiter,1.374218269199257,4.866549123764487,-0.05112129925354414
saturn,2.209044765844885,-9.83179205910451,0.08216566252354486
uranus,-17.36633520314091,6.121841381256545,0.24768494354278373
neptune,18.49205930145007,23.461394467400225,-0.9080713456249752
sun,0.006394661282915844,-0.005306486580044312,-0.00015603954419976995
jupiter,1.157523733187042,4.932188968590989,-0.04654878888507964
saturn,2.3586078622448707,-9.795025613423787,0.0755696295298786
uranus,-17.40483260458101,6.008530820372584,0.24776509976727143
neptune,18.41965126245795,23.518881546487524,-0.9075880590990435
sun,0.0065881059345915165,-0.005376460448335396,-0.000158957389033795
jupiter,0.9110966304551077,4.994591400995766,-0.04129769067756427
saturn,2.5261684122607977,-9.75076592283713,0.06812675740120215
uranus,-17.447300101642785,5.880766039444641,0.24784328504176184
neptune,18.33798361587403,23.58328798073609,-0.9070340796754239
sun,0.006805720873832973,-0.005441555091977297,-0.00016230400827557903
jupiter,0.6347296932614966,5.049634950914431,-0.0353461322022291
saturn,2.711417847590414,-9.698003980943371,0.05983187978272993
uranus,-17.493437759999033,5.738452166208477,0.24791526018040314
neptune,18.246983901608957,23.654518816062463,-0.9064057869838169
sun,0.007047442153748921,-0.005497714692328851,-0.00016609284198089574
jupiter,0.32859184649691375,5.092749097734586,-0.028678775994221865
saturn,2.913978951840931,-9.635627617573501,0.050680780962022165
uranus,-17.542910886371732,5.581488054191204,0.24797631215858867
neptune,18.14657226004669,23.732468062342335,-0.9056991634045612
sun,0.007312755530214213,-0.005540521727390538,-0.00017032881916962945
jupiter,-0.006653837114448523,5.1189555810994065,-0.02128963021004701
saturn,3.133395192245772,-9.562425344779976,0.040670687771143826
uranus,-17.595349638062554,5.409767653097364,0.24802125411842108
neptune,18.036661641197686,23.817018544408675,-0.9049097958225505
sun,0.007600583454241684,-0.005565255264165003,-0.000175005663573223
jupiter,-0.3697283299232486,5.122930812738697,-0.013185033669609297
saturn,3.3691190992290245,-9.477091099581294,0.029800814997111413
